gene_id	C2UT01.1	C3UT02.1	C3UT02.2	C4UT03.1	C4UT03.2	C6TR01.1	C6TR01.2	C7TR02.1	C7TR02.2	C8TR03.1	C8TR03.2
LOC124905216	0	0	0	0	0	0	0	0	0	0	0
ELF4	894	228	654	193	855	214	888	236	813	220	872
RAB33A	4	0	0	0	1	0	0	1	4	0	2
AIFM1	1865	374	1204	301	1153	295	1261	317	1142	256	1152
ZNF280C	97	28	104	26	92	27	110	17	92	20	93
LOC112268303	0	0	0	0	2	0	0	0	0	0	0
SLC25A14	58	7	45	2	43	4	47	16	40	5	56
GPR119	3	3	3	0	1	0	3	0	8	3	2
RBMX2	380	76	216	68	227	57	293	83	283	70	266
DENND10P1	46	27	47	8	55	11	54	11	39	15	33
LOC105373336	0	0	0	0	0	0	0	0	0	0	0
ENOX2	179	61	128	29	185	42	165	45	144	34	156
ENOX2-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC124905217	0	0	0	0	0	0	0	0	0	0	0
LINC01201	0	0	0	0	0	0	0	0	0	0	0
ARHGAP36	0	0	0	0	0	0	0	0	0	0	0
IGSF1	214	53	156	33	132	31	165	25	133	32	122
LOC102723546	224	62	178	53	192	38	221	56	181	38	226
LOC107985705	0	0	1	3	1	1	4	0	0	1	1
OR13H1	0	0	0	2	2	0	2	0	0	0	0
LOC124905218	4	1	6	0	6	0	1	2	3	0	0
FIRRE	54	8	46	20	45	12	40	8	37	10	38
STK26	830	234	594	157	707	176	678	174	560	133	636
FRMD7	0	0	4	0	0	0	0	0	0	0	0
RAP2C	1002	248	705	224	896	208	830	210	773	163	900
RAP2C-AS1	12	2	7	3	19	5	16	8	10	0	10
MBNL3	1486	373	1298	287	985	259	1094	290	941	167	849
HS6ST2	878	207	710	162	670	148	735	151	631	122	653
HS6ST2-AS1	0	0	0	0	0	0	0	1	0	0	0
LOC124905219	3	6	12	2	4	1	14	2	7	2	2
USP26	1	0	0	0	0	0	0	0	0	0	0
LOC124900495	0	0	0	0	0	0	0	0	0	0	0
TFDP3	0	0	0	0	0	0	0	0	0	0	0
GPC4	6	1	1	2	8	0	5	0	3	1	7
GPC3	31512	6433	20866	5421	22237	5076	21073	5760	19320	4561	20341
GPC3-AS1	1	0	0	0	0	0	0	0	0	0	1
LOC124905220	3	1	6	1	2	1	0	1	3	0	4
MIR106AHG	0	0	0	0	0	0	0	0	0	0	0
MIR363	0	0	0	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0	0	0	0
MIR19B2	0	0	0	0	0	0	0	0	0	0	0
MIR20B	0	0	0	0	0	0	0	0	0	0	0
MIR18B	0	0	0	0	0	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0	0	0	0	0	0
CCDC160	1	0	0	0	1	0	2	0	1	0	0
PHF6	505	123	408	107	483	105	417	96	369	91	372
HPRT1	533	145	411	86	476	74	449	100	383	118	428
MIR450B	0	0	0	0	0	0	0	0	0	0	0
MIR450A1	0	0	0	0	0	0	0	0	0	0	0
MIR450A2	0	0	0	0	0	0	0	0	0	0	0
MIR542	0	0	0	0	0	0	0	0	0	0	0
MIR503HG	37	18	19	10	30	9	34	7	35	6	34
MIR503	2	0	1	0	1	1	2	0	2	0	1
MIR424	0	0	0	0	0	0	0	0	0	0	0
LINC00629	9	0	3	0	5	2	1	1	5	0	4
PLAC1	50	5	26	2	36	8	15	7	19	1	23
PABIR2	395	85	374	115	423	97	372	81	337	62	363
PABIR3	113	23	71	16	95	20	73	18	66	27	78
MOSPD1	470	113	373	108	587	113	518	140	422	154	634
LINC02243	1	0	4	1	4	1	1	1	5	0	7
SMIM10	85	27	111	16	75	19	82	21	66	13	91
RTL8B	331	75	238	72	256	43	270	78	219	55	281
RTL8C	851	156	552	153	716	174	691	213	629	152	736
RTL8A	503	90	396	83	409	85	444	136	419	90	430
SMIM10L2B	106	13	61	9	57	7	84	22	56	20	79
ETDB	0	0	0	0	0	0	0	0	0	0	0
SMIM10L2B-AS1	0	0	0	0	0	0	0	0	0	0	0
CT55	0	0	0	0	0	0	1	0	0	0	0
ZNF75D	267	48	211	47	200	42	229	69	183	40	229
ETDA	0	0	3	0	0	0	0	0	0	0	0
ETDC	0	1	1	0	0	0	0	0	0	0	0
LOC105373342	2	1	1	0	10	3	6	1	3	2	2
ZNF449	56	24	70	11	97	6	74	14	64	16	46
LOC100506790	0	0	0	0	0	0	0	0	0	0	0
SMIM10L2A	391	61	265	57	329	76	303	69	273	58	278
INTS6L-AS1	0	0	0	0	0	0	0	0	0	0	0
INTS6L	20	1	9	1	15	5	23	6	12	3	17
SAGE2P	0	0	0	0	0	0	0	0	0	0	0
CT45A1	0	0	0	0	0	0	0	0	0	0	0
CT45A3	0	0	0	0	0	0	0	0	0	0	0
CT45A5	0	0	0	0	0	0	0	0	0	0	0
CT45A6	0	0	0	0	0	0	0	0	0	0	0
CT45A2	0	0	0	0	0	0	0	0	0	0	0
CT45A7	0	0	0	0	0	0	0	0	0	0	0
CT45A8	0	0	0	0	0	0	0	0	0	0	0
CT45A9	0	0	0	0	0	0	0	0	0	0	0
CT45A10	0	0	0	0	0	0	0	0	0	0	0
SAGE1	0	0	0	0	0	0	0	0	0	0	0
MMGT1	511	126	336	124	434	124	434	116	358	75	435
SLC9A6	423	111	342	72	361	72	347	72	302	87	344
LOC124905271	0	0	0	0	0	0	0	0	0	0	0
FHL1	0	0	1	1	2	0	3	0	0	0	0
MAP7D3	100	34	95	25	107	17	93	18	94	14	67
ADGRG4	0	0	0	0	0	0	0	0	0	0	0
BRS3	0	0	0	0	0	0	0	0	0	0	1
HTATSF1	1161	255	796	222	1012	207	914	237	775	197	844
VGLL1	5	5	4	3	8	1	9	1	18	3	7
MIR934	0	0	0	0	0	0	0	0	0	0	0
LINC00892	0	0	0	0	0	0	0	0	0	0	0
CD40LG	0	0	0	0	0	0	0	0	0	0	0
ARHGEF6	2	0	0	0	0	0	0	0	0	1	0
RBMX	4035	981	3039	802	3422	812	3210	883	2927	644	3253
SNORD61	0	0	0	0	0	0	0	0	0	0	0
GPR101	0	0	0	0	1	0	0	0	0	0	0
LINC02931	0	0	0	0	0	0	0	0	0	0	0
ZIC3	0	0	0	0	0	0	0	0	0	0	0
FGF13	72	7	46	15	46	14	57	20	25	11	66
MIR504	0	0	0	0	0	0	0	0	0	0	0
FGF13-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC124905222	2	0	2	0	2	0	0	0	0	1	2
SRD5A1P1	0	0	0	0	0	0	0	0	0	0	0
F9	0	0	0	0	0	0	1	0	0	0	0
MCF2	0	1	0	0	1	0	0	0	1	0	0
LOC124905269	0	0	0	0	0	0	0	0	0	0	0
ATP11C	631	155	496	119	544	114	531	142	417	111	480
MIR505	0	0	0	0	0	0	0	0	0	0	0
CXorf66	0	0	0	0	0	0	0	0	0	0	0
LOC728660	0	0	0	0	0	0	0	0	0	0	0
HAPSTR2	0	0	0	0	0	0	0	0	0	0	0
LOC105373343	0	0	0	0	0	0	0	0	0	0	0
LOC124905265	0	0	0	0	0	0	0	0	0	0	0
SOX3	0	0	0	0	0	0	0	0	0	0	0
LOC105373344	0	0	0	0	0	0	0	0	0	0	0
LOC101928833	0	0	0	0	0	0	0	0	0	0	0
LINC00632	0	0	0	0	0	0	0	0	0	0	0
CDR1	0	0	0	0	0	0	0	0	0	0	0
MIR320D2	0	0	0	0	0	0	0	0	0	0	0
SPANXB1	1	0	1	1	0	0	0	1	0	0	0
LDOC1	0	0	0	0	0	0	0	0	0	0	0
SPANXC	0	0	0	0	0	0	0	0	0	0	0
SPANXA2-OT1	0	0	0	0	0	0	0	0	0	0	0
SPANXA1	0	0	0	0	0	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0	0	0	0	0	0
LOC645188	0	0	0	0	0	0	0	0	0	0	0
SPANXD	0	0	0	0	0	0	0	0	0	0	1
MAGEC3	0	0	0	0	0	0	0	0	0	0	0
MAGEC1	0	0	0	0	0	0	0	0	0	0	0
MAGEC2	0	0	0	0	0	0	0	0	0	0	0
LOC105373345	0	0	0	0	0	0	0	0	0	0	0
LOC124905278	0	0	0	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	1	0	1	0	1	0	0
SLITRK4	0	0	0	0	0	0	0	0	0	0	0
SPANXN2	0	0	0	1	0	0	0	0	0	0	0
UBE2NL	0	0	0	0	0	0	0	0	0	0	0
SPANXN1	0	0	0	0	0	0	1	0	0	0	3
SLITRK2	0	0	0	0	0	0	0	0	0	0	0
LOC107985703	0	0	0	0	0	0	0	0	0	0	0
MIR892C	0	0	0	0	0	0	0	0	0	0	0
MIR890	0	0	0	0	0	0	0	0	0	0	0
MIR888	0	0	0	0	0	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0	0	0	0	0	0
MIR891B	0	0	0	0	0	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0	0	0	0	0	0
LOC101928808	0	0	0	0	0	0	0	0	0	0	0
CXorf51B	0	0	0	0	0	0	0	0	0	0	0
CXorf51A	0	0	0	0	0	0	0	0	0	0	0
LOC101928832	0	0	0	0	0	0	0	0	0	0	0
LOC105373347	1	0	1	1	4	1	1	0	1	0	1
MIR513C	0	0	0	0	0	0	0	0	0	0	0
MIR513B	0	0	0	0	0	0	0	0	0	0	0
MIR513A1	0	0	0	0	0	0	0	0	0	0	0
MIR513A2	2	0	0	0	0	0	0	0	0	0	0
MIR506	0	0	0	0	0	0	0	0	0	0	0
MIR507	0	0	0	0	0	0	0	0	0	0	0
MIR508	0	0	0	0	0	0	0	0	0	0	0
MIR514B	0	0	0	0	0	0	0	0	0	0	0
MIR509-2	0	0	0	0	0	0	0	0	0	0	0
MIR509-3	0	0	0	0	0	0	0	0	0	0	0
MIR509-1	0	0	0	0	0	0	0	0	0	0	0
MIR510	0	0	0	0	0	0	0	0	0	0	0
MIR514A1	0	0	0	0	0	0	0	0	0	0	0
MIR514A2	0	0	0	0	0	0	0	0	0	0	0
LOC101928863	0	0	0	0	0	0	0	0	0	0	0
MIR514A3	0	0	0	0	0	0	0	0	0	0	0
LOC105373348	0	0	0	0	0	0	0	0	0	0	0
LOC105373349	1	0	3	0	0	0	4	0	3	0	0
FMR1-AS1	7	1	2	0	2	0	3	2	8	1	4
FMR1	1007	249	724	222	939	227	907	252	868	194	914
FMR1NB	0	0	0	0	0	0	0	0	0	0	0
AFF2	4	0	4	0	0	1	4	1	3	0	0
LOC122319696	0	0	0	0	0	0	0	0	0	0	0
LOC107985667	0	0	0	0	0	0	0	0	1	0	3
IDS	769	192	641	231	1071	252	1052	217	905	225	988
EOLA1-DT	30	15	26	15	43	9	42	7	26	5	18
EOLA1	82	17	52	19	66	16	76	13	69	24	69
HSFX3	0	0	0	0	0	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	0	0	0	0	0	0
HSFX2	0	0	0	0	0	0	0	0	0	0	0
TMEM185A	106	29	64	22	108	23	76	33	64	28	81
MAGEA11	0	0	0	0	1	0	0	0	0	0	1
HSFX1	1	0	1	0	2	2	0	0	1	0	5
MAGEA9	0	0	0	0	0	0	0	0	0	0	0
LINC00850	0	0	0	0	0	0	0	0	0	0	0
MAGEA8-AS1	0	0	0	0	0	0	0	0	0	0	0
MAGEA8	0	0	0	0	0	0	0	0	0	0	0
EOLA2	350	78	190	62	194	67	272	79	266	65	322
HSFX4	2	0	1	0	1	0	0	0	0	0	0
EOLA2-DT	44	11	43	22	72	14	55	16	51	9	52
MIR2114	0	0	0	0	0	0	0	0	0	0	0
MAMLD1	0	0	0	0	0	0	0	0	1	0	0
LOC124905223	0	0	0	0	0	0	0	0	0	0	0
MTM1	574	131	416	85	408	104	464	122	376	81	408
MTMR1	413	94	322	60	327	76	316	101	296	81	328
CD99L2	316	61	222	71	181	58	212	44	172	41	215
LINC02927	0	0	0	0	0	0	0	0	0	0	0
HMGB3	761	173	559	162	583	123	527	172	567	127	594
MIR4330	0	0	0	0	0	0	0	0	0	0	0
GPR50-AS1	0	0	0	0	0	0	0	0	0	0	0
GPR50	0	0	0	0	0	0	0	0	0	0	0
VMA21	752	176	594	149	646	146	706	166	619	113	589
LOC105373367	0	0	0	0	1	0	0	0	0	0	0
LOC105377213	0	0	0	0	0	0	0	0	0	0	0
PASD1	0	0	0	0	0	0	0	0	0	0	0
PRRG3	0	0	0	0	0	0	0	0	0	0	0
FATE1	0	0	0	0	0	0	0	0	0	0	0
CNGA2	0	0	0	0	0	0	0	0	0	0	0
MAGEA4-AS1	0	0	0	0	0	0	0	0	0	0	0
MAGEA4	0	0	0	0	0	0	0	0	0	0	0
GABRE	532	149	458	142	540	103	494	142	494	144	452
MIR224	6	0	10	2	7	0	4	3	6	0	5
MIR452	0	0	0	2	2	0	1	0	2	0	3
LOC105373369	8	1	7	0	12	0	18	2	13	2	9
LOC100533997	0	0	0	1	0	0	0	0	0	0	1
MAGEA5P	0	0	0	0	0	0	0	0	0	0	0
MAGEA10	0	0	2	0	0	0	0	0	0	0	0
GABRA3	60	13	38	16	39	6	28	8	20	6	34
MIR105-1	0	0	0	0	0	0	0	0	0	0	0
MIR767	0	0	0	0	0	0	0	0	0	0	0
MIR105-2	0	0	0	0	0	0	0	0	0	0	0
MAGEA3-DT	0	0	0	0	0	0	0	0	0	0	0
GABRQ	0	0	0	0	0	0	0	0	0	0	0
MAGEA3	0	0	0	0	0	0	0	0	0	0	0
CSAG2	0	0	0	0	0	0	0	0	0	0	0
LOC124905224	0	0	0	0	0	0	0	0	0	0	0
MAGEA2B	0	0	0	0	0	0	0	0	0	0	0
CSAG1	0	0	0	0	0	0	0	0	0	0	0
MAGEA12	0	0	0	0	0	0	0	0	0	0	0
CSAG4	0	0	0	0	0	0	0	0	0	0	0
MAGEA2	0	0	0	0	0	0	0	0	0	0	0
CSAG3	0	0	0	0	0	0	0	0	0	0	0
MAGEA6	0	0	0	0	0	0	0	0	0	0	0
MAGEA6-DT	0	0	0	0	0	0	0	0	0	0	0
CETN2	0	0	0	0	0	0	0	0	0	0	0
NSDHL	0	0	0	0	0	0	0	0	0	0	0
ZNF185	0	0	0	0	0	0	0	0	0	0	0
LOC124905237	0	0	0	0	0	0	0	0	0	0	0
LOC105373372	0	0	0	0	0	0	0	0	0	0	0
PNMA5	0	0	0	0	0	0	0	0	0	0	0
PNMA3	1	0	0	0	1	0	4	0	0	0	0
PNMA6A	0	0	0	0	0	0	0	0	0	0	0
LOC124905225	0	0	0	0	0	0	0	0	0	0	3
MAGEA1	0	0	0	0	0	0	0	0	0	0	0
LOC105373373	0	0	0	0	0	0	0	0	0	0	0
PWWP4	0	0	0	0	0	0	0	0	0	0	0
PNMA6F	0	0	0	0	0	0	0	0	0	0	0
ZNF275	203	45	113	32	146	43	173	37	128	22	154
MIR12129	0	0	0	0	0	0	0	0	0	0	0
LOC124905279	0	0	0	0	0	0	0	0	0	0	0
LOC105373378	0	0	0	0	0	0	2	0	0	0	0
PNMA6E	0	0	0	0	0	0	0	0	0	0	1
LOC105373379	0	0	0	0	0	0	0	0	0	0	0
ZFP92	0	0	0	3	0	0	0	0	0	0	0
TREX2	4	0	0	0	0	3	1	2	4	0	2
HAUS7	272	43	146	42	163	46	167	48	160	25	166
ECMXP	19	3	4	3	9	8	18	2	12	1	10
BGN	1386	378	1066	394	1659	295	1219	353	1227	285	1208
ATP2B3	0	0	10	1	6	0	2	2	6	0	5
CCNQ	276	27	158	61	150	29	187	46	172	56	175
LOC105373383	2	0	1	1	6	0	7	2	1	0	2
DUSP9	1040	177	533	151	560	147	554	154	503	135	596
PNCK	94	19	41	31	127	25	96	16	105	16	124
SLC6A8	917	245	735	478	1967	381	1582	379	1338	438	2072
BCAP31	2562	427	1481	460	1926	475	1997	545	1949	455	1906
ABCD1	111	37	77	24	117	25	102	28	112	29	90
LOC124905226	1	0	2	1	4	1	6	1	2	0	5
PLXNB3-AS1	1	3	3	0	6	0	2	1	1	0	2
PLXNB3	4	1	8	4	8	1	3	5	5	0	5
LOC124905227	8	0	5	2	7	6	6	1	3	1	9
SRPK3	0	0	3	0	4	0	1	0	3	0	5
IDH3G	1043	218	664	145	704	151	718	203	719	149	692
SSR4	2406	501	1482	434	1582	391	1608	511	1623	403	1821
PDZD4	19	1	20	3	31	5	34	11	21	2	25
L1CAM	21	13	34	10	50	11	60	15	49	21	54
L1CAM-AS1	0	0	0	0	0	0	0	0	0	0	0
AVPR2	1	0	0	0	2	0	0	0	1	0	0
ARHGAP4	136	25	73	31	111	35	98	25	103	23	113
NAA10	558	89	321	110	388	99	394	112	364	104	360
RENBP	59	9	25	13	57	14	49	13	55	16	69
HCFC1	2151	458	1450	399	1894	491	1879	542	1754	365	1825
HCFC1-AS1	3	0	0	0	0	0	0	0	0	0	0
TMEM187	174	28	111	33	128	19	125	43	117	32	137
MIR3202-1	0	0	0	0	0	0	0	0	0	0	0
MIR3202-2	0	0	0	0	0	0	0	0	0	0	0
IRAK1	2322	396	1314	377	1549	404	1736	463	1632	406	1721
MIR718	0	0	0	0	0	0	0	0	0	0	0
MECP2	639	160	448	135	585	141	597	128	462	114	544
OPN1LW	0	0	0	0	0	0	0	0	0	0	0
OPN1MW	0	0	0	0	0	0	0	0	0	0	0
OPN1MW2	0	0	0	0	0	0	0	0	0	0	0
OPN1MW3	0	0	0	0	0	0	0	0	0	0	0
TEX28	0	0	0	0	0	0	0	0	0	0	0
TKTL1	2	0	0	1	0	2	3	0	0	3	0
LOC105373386	0	0	0	0	1	0	1	1	0	0	1
FLNA	5193	1070	3436	1365	5441	1426	5792	1466	5001	1315	5557
EMD	884	166	577	145	601	165	647	161	606	135	621
LOC124905228	24	7	14	2	12	5	18	9	9	0	11
RPL10	14062	2764	8689	2236	8945	2329	9421	2704	8972	2264	10030
SNORA70	44	9	16	5	38	2	25	3	16	5	20
DNASE1L1	302	78	216	66	249	61	260	78	305	54	288
TAFAZZIN	293	49	204	56	269	48	229	59	220	57	226
ATP6AP1-DT	103	5	49	8	44	22	63	13	77	10	62
ATP6AP1	2828	590	1913	588	2431	600	2558	664	2377	543	2692
GDI1	1030	251	731	238	1011	241	1047	289	1010	215	1065
FAM50A	1158	207	576	215	805	198	797	294	910	197	893
MIR6858	0	0	0	0	0	0	0	0	0	0	0
PLXNA3	968	199	715	277	1254	279	1003	264	1010	248	1006
LAGE3	286	50	139	46	153	38	170	57	166	24	183
UBL4A	753	167	420	124	512	142	572	158	476	109	567
SLC10A3	349	49	236	65	258	79	281	81	306	75	325
FAM3A	852	170	550	149	650	177	679	171	624	163	755
LOC124905229	0	0	1	1	2	3	1	0	5	0	0
G6PD	843	128	502	142	535	174	598	170	566	168	583
IKBKG	278	48	114	41	154	55	178	47	187	40	173
FAM223A	0	0	0	0	0	0	0	0	0	0	0
CTAG1A	0	0	0	0	0	0	0	0	0	0	0
CTAG1B	0	0	0	0	0	0	0	0	0	0	0
FAM223B	0	0	0	0	0	0	0	0	0	0	0
CTAG2	0	0	0	0	0	0	0	0	0	0	0
LOC105373387	0	0	0	0	0	0	0	0	0	0	0
GAB3	0	0	0	1	0	0	0	0	1	0	0
DKC1	1161	213	784	206	846	206	874	246	722	155	779
SNORA36A	0	0	0	0	0	0	0	0	0	0	0
MIR664B	0	0	0	0	0	0	0	0	0	0	0
SNORA56	0	0	0	0	0	0	0	0	0	0	0
MPP1	488	111	327	80	352	75	348	81	323	77	366
SMIM9	0	0	0	0	0	0	0	0	1	0	0
F8	8	1	11	2	5	3	1	2	3	0	4
H2AB1	0	0	0	0	0	0	0	0	0	0	0
F8A1	100	30	49	17	83	14	83	32	60	14	59
MIR1184-1	0	0	0	0	0	0	0	0	0	0	0
FUNDC2	422	86	302	67	324	79	317	85	299	77	331
CMC4	31	10	32	2	17	7	25	3	22	3	23
MTCP1	13	1	12	2	11	2	16	6	13	0	24
BRCC3	498	171	383	78	415	122	450	103	379	80	421
VBP1	751	199	541	145	548	117	560	142	501	103	594
RAB39B	0	0	0	1	1	0	2	0	0	0	0
CLIC2	0	0	0	1	1	0	0	0	0	0	0
LOC101927830	0	0	1	0	0	0	0	0	0	0	0
H2AB2	0	0	0	0	0	0	0	0	0	0	0
F8A2	0	0	0	0	0	0	0	0	0	0	0
MIR1184-2	0	0	0	0	0	0	0	0	0	0	0
F8A3	0	1	0	0	0	2	0	0	0	1	0
MIR1184-3	0	0	0	0	0	0	0	0	0	0	0
H2AB3	0	0	0	0	0	0	0	0	0	0	0
TMLHE-AS1	2	0	0	0	0	0	0	0	0	0	2
TMLHE	214	46	128	31	139	29	148	46	130	31	135
SPRY3	0	0	0	0	0	0	1	0	1	0	1
VAMP7	0	0	0	0	0	0	0	0	0	0	0
IL9R	0	0	0	0	0	0	0	0	0	0	0
WASIR1	0	0	0	0	0	0	0	0	0	0	0
DDX11L16	0	0	0	0	0	0	0	0	0	0	0
LOC124905300	1	0	0	0	0	0	0	0	0	0	0
PLCXD1_1	0	0	0	0	1	0	1	0	0	0	0
GTPBP6_1	0	0	0	0	0	0	0	0	0	0	0
LINC00685_1	0	0	0	0	0	0	0	0	0	0	0
PPP2R3B_1	0	0	0	0	0	0	0	0	0	0	0
LOC102724521_1	0	0	0	0	0	0	0	0	0	0	0
SHOX_1	0	0	0	0	0	0	0	0	0	0	0
CRLF2_1	0	0	0	0	0	0	0	0	0	0	0
CSF2RA_1	0	0	0	0	0	0	0	0	0	0	0
LOC124905238_1	0	0	0	0	0	0	0	0	0	0	0
MIR3690_1	0	0	0	0	0	0	0	0	0	0	0
IL3RA_1	0	0	0	0	0	0	0	0	0	0	0
LOC101928032_1	0	0	0	0	0	0	0	0	0	0	0
SLC25A6_1	0	0	0	0	0	0	0	0	0	0	0
LOC124900597_1	0	0	1	0	3	1	3	0	0	0	0
LINC00106_1	0	0	0	0	0	0	0	0	0	0	0
ASMTL-AS1_1	0	0	0	0	0	0	0	0	0	0	0
ASMTL_1	0	0	0	0	0	0	0	0	0	0	0
P2RY8_1	0	0	0	0	0	0	0	0	0	0	0
AKAP17A_1	0	0	0	0	0	0	0	0	0	0	0
ASMT_1	0	0	0	0	0	0	0	0	0	0	0
LINC02968_1	0	0	0	0	0	0	0	0	0	0	0
LOC105379413_1	0	0	0	0	0	0	0	0	0	0	0
LOC107985677_1	0	0	0	0	0	0	0	0	0	0	0
DHRSX_1	0	0	0	0	0	0	0	0	0	0	0
LOC124905239_1	0	0	0	0	0	0	0	0	0	0	0
ZBED1_1	0	0	0	0	0	0	0	0	0	0	0
LINC03112_1	0	0	0	0	0	0	0	0	0	0	0
MIR6089_1	0	0	0	0	0	0	0	0	0	0	0
CD99P1_1	0	0	0	0	0	0	0	0	0	0	0
LINC00102_1	0	0	0	0	0	0	0	0	0	0	0
CD99_1	0	0	0	0	0	0	0	0	0	0	0
XGY2	0	0	0	0	0	0	0	0	0	0	0
SRY	0	1	0	0	0	0	0	0	1	0	0
RPS4Y1	0	0	0	0	0	0	0	0	0	0	0
ZFY	0	0	0	0	0	0	0	0	0	0	0
ZFY-AS1	0	0	0	0	0	0	0	0	0	0	0
LINC00278	0	0	0	0	0	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0	0	0	0	0	0
LOC105377227	0	0	0	0	0	0	0	0	0	0	0
MIR9985	0	0	0	0	0	0	0	0	0	0	0
PCDH11Y	0	0	0	0	0	0	0	0	0	0	0
TTTY23B	0	0	0	0	0	0	0	0	0	0	0
TSPY2	0	0	0	0	0	0	0	0	0	0	0
FAM197Y9	0	0	0	0	0	0	0	0	0	0	0
LINC00280	0	0	0	0	0	0	0	0	0	0	0
LOC107987353	0	0	0	0	0	0	0	0	0	0	0
TTTY1B	0	0	0	0	0	0	0	0	0	0	0
TTTY2B	0	0	0	0	0	0	0	0	0	0	0
TTTY21B	0	0	0	0	0	0	0	0	0	0	0
TTTY7	0	0	0	0	0	0	0	0	0	0	0
TTTY8B	0	0	0	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0	0
TBL1Y	0	0	0	0	0	0	0	0	0	0	0
PRKY	0	0	0	0	0	0	0	0	0	0	0
LOC107987338	0	0	0	0	0	0	0	0	0	0	0
TTTY16	0	0	0	0	0	0	0	0	0	0	0
LOC107987339	0	0	0	0	0	0	0	0	0	0	0
TTTY12	0	0	0	0	0	0	0	0	0	0	0
LOC105377229	0	0	0	0	0	0	0	0	0	0	0
LOC105377231	0	0	0	0	0	0	0	0	0	0	0
LOC105377232	0	0	0	0	0	0	0	0	0	0	0
LOC107987354	0	0	0	0	0	0	0	0	0	0	0
LINC00279	0	0	0	0	0	0	0	0	0	0	0
LOC107987340	0	0	0	0	0	0	0	0	0	0	0
TTTY18	0	0	0	0	0	0	0	0	0	0	0
LOC105377234	0	0	0	0	0	0	0	0	0	0	0
TTTY19	0	0	0	0	0	0	0	0	0	0	0
LOC105377235	0	0	0	0	0	0	0	0	0	0	0
TTTY11	0	0	0	0	0	0	0	0	0	0	0
LOC105379264	0	0	0	0	0	0	0	0	0	0	0
LOC105379265	0	0	0	0	0	0	0	0	0	0	0
LOC105379266	0	0	0	0	0	0	0	0	0	0	0
LOC105379267	0	0	0	0	0	0	0	0	0	0	0
RBMY1A3P	0	0	0	0	0	0	0	0	0	0	0
TTTY20	0	0	0	0	0	0	0	0	0	0	0
TSPY4	0	0	0	0	0	0	0	0	0	0	0
FAM197Y8	0	0	0	0	0	0	0	0	0	0	0
TSPY8	0	0	0	0	0	0	0	0	0	0	0
FAM197Y7	0	0	0	0	0	0	0	0	0	0	0
FAM197Y6	0	0	0	0	0	0	0	0	0	0	0
TSPY3	0	0	0	0	0	0	0	0	0	0	0
FAM197Y5	0	0	0	0	0	0	0	0	0	0	0
TSPY1	0	0	0	0	0	0	0	0	0	0	0
FAM197Y4	0	0	0	0	0	0	0	0	0	0	0
TSPY9	0	0	0	0	0	0	0	0	0	0	0
FAM197Y3	0	0	0	0	0	0	0	0	0	0	0
FAM197Y2	0	0	0	0	0	0	0	0	0	0	0
TSPY10	0	0	0	0	0	0	0	0	0	0	0
RBMY3AP	0	0	0	0	0	0	0	0	0	0	0
TTTY8	0	0	0	0	0	0	0	0	0	0	0
TTTY7B	0	0	0	0	0	0	0	0	0	0	0
TTTY21	0	0	0	0	0	0	0	0	0	0	0
TTTY2	0	0	0	0	0	0	0	0	0	0	0
TTTY1	0	0	0	0	0	0	0	0	0	0	0
LOC107987342	0	0	0	0	0	0	0	0	0	0	0
TTTY22	0	0	0	0	0	0	0	0	0	0	0
TTTY23	0	0	0	0	0	0	0	0	0	0	0
LOC105379273	0	0	0	0	0	0	0	0	0	0	0
LOC107987343	0	0	0	0	0	0	0	0	0	0	0
GYG2P1	0	0	0	0	0	0	0	0	0	0	0
LOC112268311	0	0	0	0	0	0	0	0	0	0	0
TTTY15	0	0	0	0	0	0	0	0	0	0	0
USP9Y	0	0	0	0	0	0	0	0	0	0	0
DDX3Y	0	0	0	0	0	0	0	0	0	0	0
LOC112268312	0	0	0	0	0	0	0	0	0	0	0
UTY	0	0	0	0	0	0	0	0	0	0	0
MIR12120	0	0	0	0	0	0	0	0	0	0	0
TMSB4Y	0	0	0	0	0	0	0	0	0	0	0
VCY	0	0	0	0	0	0	0	0	0	0	0
VCY1B	0	0	0	0	0	0	0	0	0	0	0
NLGN4Y	0	0	0	0	0	0	0	0	0	0	0
NLGN4Y-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC107987355	0	0	0	0	0	0	0	0	0	0	0
LOC124900508	0	0	0	0	0	0	0	0	0	0	0
FAM41AY1	0	0	0	0	0	0	0	0	0	0	0
LOC105377217	0	0	0	0	0	0	0	0	0	0	0
FAM224B	0	0	0	0	0	0	0	0	0	0	0
